frame,start_myr,end_myr,nodes,plates,step_total,plate_shift,plate_deform,faults,topology_changes,climate_erosion_hydrology,volcanism,resource_formation,sea_level,step_other,render,decode_encode,frame_total
26,25.0,26.0,134405,31,113.47724824998295,5.494477977510542,20.303548315248918,10.093150750908535,2.124757499957923,8.956206417933572,0.7276538339210674,0.48377495718887076,2.137136625009589,63.15654187230393,1.655287625035271,0.026107166951987892,115.16014299995732
27,26.0,27.0,135276,31,93.86978479201207,5.478089142590761,21.30869468592573,9.924763039976824,1.7206590420682915,8.974146833003033,0.8169913749443367,0.4844279160024598,2.120776085066609,43.041236672434025,1.6675512089859694,0.02666079200571403,95.5655762910028
28,27.0,28.0,134860,31,116.34908741695108,5.522497977595776,20.25233886751812,10.005144291906618,2.207409916969482,8.997463377017993,0.7119194180704653,0.4838227498694323,2.1869855009717867,65.9815053170314,1.6577149580116384,0.025812999985646456,118.03418541600695
29,28.0,29.0,135408,31,97.34482674999163,5.553855430800468,21.162410107674077,10.150519459042698,1.8077897929470055,9.011782374000177,0.797824042965658,0.4828185010701418,2.1660142090404406,46.21181283245096,1.6480358749977313,0.026332625013310462,99.02070745796664
30,29.0,30.0,135023,31,124.27671462501166,5.534769680118188,20.42699017736595,9.975845250999555,2.2105521240155213,9.149306457140483,0.7218361658160575,0.4816535399877466,2.1350131250801496,73.64074810448801,1.6904870410216972,0.026172749989200383,125.99494079098804
31,30.0,31.0,135734,31,102.68787870899541,5.5110239367350005,21.685794220829848,9.958301043021493,1.8091822500573471,9.2221537498408,0.7810470859985799,0.48769720701966435,2.1406821259879507,51.09199708950473,1.6497973339864984,0.02607512503163889,104.36529245803831
32,31.0,32.0,135337,31,120.47355141595472,5.537093595776241,20.63052486302331,9.987226333934814,2.298869291029405,9.226588083954994,0.6803037489298731,0.48365529207512736,2.160324499825947,69.468965707405,1.6404066249961033,0.026103500043973327,122.14164708298631
33,32.0,33.0,136102,31,100.43960191699443,5.505987808923237,22.08438138331985,9.946587415994145,1.8398013327969238,9.052550541935489,0.745716665929649,0.4822262520319782,2.189967710117344,48.59238280594582,1.6596425829920918,0.026383374992292374,102.12717550003435
34,33.0,34.0,135694,31,113.53523766598664,5.528872047259938,20.94303726835642,9.864951249968726,2.3052128339768387,9.160663289076183,0.6822275829617865,0.48107304103905335,2.21628687705379,62.35291347629391,1.6424588749650866,0.026911666966043413,115.20617058296921
35,34.0,35.0,136442,31,94.10829729103716,5.583051261550281,22.15595645905705,9.956097708025482,1.9610008329618722,9.437276833981741,0.7881275411345996,0.4860415839939378,2.1777897921274416,41.562955278204754,1.700417166983243,0.026963000011164695,95.83732474996941
36,35.0,36.0,136060,31,118.53627845802112,5.6837424038676545,21.341926021967083,10.21860012813704,2.3423467078828253,9.33752375311451,0.7098483319277875,0.5020584570011124,2.2384690849576145,66.16176356916549,1.6491989170317538,0.026127542019821703,120.2131979999831
37,36.0,37.0,136836,31,98.09762754198164,5.722952931246255,22.732540603145026,10.069011290092021,1.9130095850559883,9.312258501013275,0.7740514979814179,0.48989491700194776,2.2538687099004164,44.83003950654529,1.692115375015419,0.026856625045184046,99.81820608401904
38,37.0,38.0,136385,31,127.31794841703959,5.943384142534342,21.794815961562563,10.189044458034914,2.417167539941147,9.64587429293897,0.7132202909560874,0.5028499590116553,2.25022187596187,73.86136989609804,1.7202642919728532,0.02759816701291129,129.0674161670031
39,38.0,39.0,137052,31,103.68979687499814,5.770190017297864,22.848997634428088,10.3745459181373,1.939910038956441,9.415237376000732,0.7602332940441556,0.488471832126379,2.190260707982816,49.90195005602436,1.6478742500185035,0.026920125004835427,105.36640275001992
40,39.0,40.0,136632,31,127.83634550002171,5.729700944793876,21.604359726188704,10.222927752009127,2.4211528319865465,9.502182001073379,0.7002890849835239,0.49334558413829654,2.259524877066724,74.90286269778153,1.7167135420022532,0.02659604197833687,129.58125962503254
41,40.0,41.0,137354,31,99.15098833298543,5.654892596707214,22.846601232362445,10.131917125021573,1.9014035831205547,9.482578540919349,0.7764531669672579,0.4847215430927463,2.212218041124288,45.66020250367001,1.698250250017736,0.026462291949428618,100.87745433399687
42,41.0,42.0,137025,32,114.43840120796813,5.858186927973293,22.659013813361526,10.51728666597046,2.427290247986093,9.795621583005413,0.7277987477718852,0.501920789887663,2.2137845850666054,59.73749784694519,1.6194498750264756,0.10984883300261572,116.16935879096854
43,42.0,43.0,137735,32,92.25344266701723,5.82549897901481,23.443432027008384,10.276251294126268,1.8312197498744354,9.804740666004363,0.811803333053831,0.49621208204189315,2.2519598330254667,37.51232470286777,1.693299249978736,0.04656649997923523,93.99500649998663
44,43.0,44.0,137435,32,107.42075866699452,5.924323279410601,22.483171696483623,10.45623837603489,2.353696751932148,9.729667544015683,0.7421212090412155,0.5014874569606036,2.252208416874055,52.9778439362417,1.6720012910082005,0.03953366697533056,109.13399445899995
45,44.0,45.0,138091,32,90.07139712502249,5.887137385143433,23.708683723409194,10.338678000902291,1.908033791987691,9.568417373986449,0.8063866681186482,0.5014429149450734,2.2571815389674157,35.09543572756229,1.6581771669443697,0.041921583004295826,91.77316004200839
46,45.0,46.0,137677,32,104.61953029199503,5.966273017926142,22.73414271819638,10.866216544120107,2.27753387496341,9.823072709026746,0.7309782081283629,0.5065828759106807,2.297946417122148,49.416783926601056,1.6398179159732535,0.04349808400729671,106.30454854201525
47,46.0,47.0,138566,32,103.1640182500123,7.100502465618774,26.394095343130175,11.700760041945614,1.9269657090771943,12.225274249794893,0.9450946249417029,0.6436431650654413,2.555782583018299,39.67190006742021,2.6777023340109736,0.09383658302249387,105.94312291697133
48,47.0,48.0,138124,34,160.97072762501193,11.549216958635952,37.50721555238124,16.505230540875345,3.0904237088398077,15.275293667975347,1.0497941660578363,0.8507722079521045,3.1514277089736424,71.99135311332066,2.9520673750084825,0.0834560000221245,164.01690962503199
49,48.0,49.0,138825,34,115.11798104201443,9.981972836423665,33.361015758884605,14.11254070798168,1.9700725000002421,12.671326664974913,1.10412929096492,0.734197539917659,2.6637482080841437,38.51897753478261,2.143935457977932,0.049671666987705976,117.3192569160019
50,49.0,50.0,138401,34,100.58553949999623,7.117356789472979,25.189356898947153,12.31625687808264,2.212355959985871,10.790831375052221,0.7780342089245096,0.5783952100318857,2.388186292897444,39.214765886601526,1.9660574169829488,0.05747716699261218,102.6116882910137
51,50.0,51.0,139013,34,81.11743237503106,6.763861934072338,25.221805968438275,11.5103995820391,1.763441958988551,10.027495039859787,0.8585197929642163,0.5448539991048165,2.3620592498918995,22.064994849672075,1.6572294170036912,0.0657103750272654,82.84221654204885
52,51.0,52.0,138486,36,89.54645608301507,6.527028392942157,23.58054647606332,11.127726126927882,1.977315417083446,9.797545292007271,0.7690059610176831,0.5301352921524085,2.2900372929871082,32.9471158318338,1.7529951250180602,0.05094658298185095,91.35219437500928
53,52.0,53.0,139155,36,81.44979191699531,6.659501111600548,25.393868767365348,11.575878377014305,1.7095660840859637,10.331516417034436,0.8726960839121602,0.5753174160490744,2.2924498350475915,22.038997824885882,2.0289287089835852,0.05043129198020324,83.53160899999784
54,53.0,54.0,138786,36,93.69615925004473,6.6621590651921,24.61279368272517,11.607310583873186,2.163245584932156,10.711612416896969,0.9289213350275531,0.6448025438003242,2.6710292519419454,33.69428478565533,6.28359529201407,0.11362320900661871,100.11364083300577
55,54.0,55.0,139451,36,372.38476479100063,51.813365512294695,129.41314350481844,47.88376783498097,7.677218252036255,39.63967624690849,3.772366914956365,1.921561292023398,6.593749081133865,83.66991615184816,7.250436207978055,0.43830804200842977,380.099595415988
56,55.0,56.0,139058,36,312.905346207961,49.46221953583881,103.24070900637889,34.00273708201712,5.347517834044993,30.37509054306429,2.179680915956851,1.7233328329748474,5.181197666970547,81.39286079071462,4.367518500017468,0.2114860829897225,317.50290800002404
57,56.0,57.0,139798,36,224.6570171659696,33.047939329990186,76.17419291316764,28.05950458504958,3.9965160420397297,25.952265164989512,1.8954251650138758,1.54155641811667,3.923305251984857,50.066312295617536,4.60589158302173,0.10089270898606628,229.38467449997552
58,57.0,58.0,139461,36,194.81724608299555,24.411070086061954,60.77772609220119,21.951625583169516,4.174129499995615,20.709311875863932,1.4736772890901193,1.2285045009921305,3.6601816221373156,56.43101953348378,2.652177833020687,0.08967854204820469,197.56817795801908
59,58.0,59.0,140057,36,102.5007086249534,9.859219223901164,33.08083367580548,14.471637458074838,2.2519760010181926,12.8390669580549,0.9983711239765398,0.7492852910072543,3.00611341802869,25.244205475086346,2.1929749170085415,0.1726905420073308,104.86965795804281
60,59.0,60.0,139705,36,100.06638866703724,8.697228014527354,27.600524096691515,12.35007978999056,2.5619038738659583,12.023365623957943,0.8029208730440587,0.6284503740607761,2.5038550421013497,32.89806097879773,1.9674959579715505,0.06420087500009686,102.09996337501798
